NR;MIASTO;ULICA;X;Y;Z;PAR1;PAR2;PAR3;PAR4;PAR5;PAR6
538;GEEL;TURNHOUTSEWEG;192831,007;210471,934;23,276;11,9;0,8;2,9;9;37,3;25
539;GEEL;TURNHOUTSEWEG;192842,783;210438,857;24,432;12,4;0,1;3,7;10;34,0;30
540;GEEL;TURNHOUTSEWEG;192853,699;210406,499;25,596;10,6;1,9;0,6;10;32,3;5
541;GEEL;TURNHOUTSEWEG;192865,105;210372,226;26,920;11,0;-0,3;1,0;7;35,7;25
542;GEEL;TURNHOUTSEWEG;192874,316;210341,076;27,458;11,5;-2,1;3,3;6;33,7;30
543;GEEL;TURNHOUTSEWEG;192884,107;210308,180;27,443;11,3;-0,2;1,5;9;20,9;15
544;GEEL;HERENTALSEWEG;189580,900;204084,457;21,707;8,1;3,2;1,4;10;26,4;15
545;GEEL;HERENTALSEWEG;189596,515;204014,627;21,630;9,1;-3,9;3,2;10;22,4;15
546;GEEL;HERENTALSEWEG;189331,432;204226,099;22,053;12,1;-3,7;1,9;7;27,2;15
547;GEEL;HERENTALSEWEG;189289,639;204228,654;22,201;11,3;-1,3;1,8;9;35,1;5
548;GEEL;HERENTALSEWEG;189250,683;204231,073;22,346;9,7;0,9;3,7;9;29,3;25
549;GEEL;HERENTALSEWEG;189211,979;204233,296;22,410;12,5;-2,9;3,6;9;26,4;25
550;GEEL;HERENTALSEWEG;189171,247;204236,198;22,509;11,9;-3,1;1,5;7;26,7;10
551;GEEL;HERENTALSEWEG;189133,356;204237,792;22,796;9,9;-2,5;0,7;8;30,4;10
552;GEEL;HERENTALSEWEG;188775,217;204393,497;22,738;12,6;0,2;2,0;6;28,0;30
553;GEEL;HERENTALSEWEG;188844,688;204354,000;22,780;10,9;-2,2;3,8;5;36,2;0
554;GEEL;HERENTALSEWEG;188919,584;204313,748;22,892;12,8;3,4;0,6;7;38,7;30
555;GEEL;HERENTALSEWEG;188990,720;204285,577;22,888;8,3;-3,1;0,7;10;33,7;0
556;GEEL;HERENTALSEWEG;189077,994;204240,724;22,813;9,6;1,6;2,7;8;36,1;5
557;GEEL;HERENTALSEWEG;189121,942;204223,338;22,813;12,5;3,8;1,9;7;27,1;15
558;GEEL;HERENTALSEWEG;189155,810;204210,087;22,841;11,3;1,1;1,8;10;32,0;20
559;GEEL;HERENTALSEWEG;189240,716;204176,176;22,808;8,5;3,2;2,0;7;27,2;5
560;GEEL;HERENTALSEWEG;189320,600;204144,159;22,650;10,1;-3,7;2,7;8;21,9;25
561;GEEL;HERENTALSEWEG;189391,796;204111,930;22,473;10,3;-0,8;2,3;6;31,1;0
562;GEEL;HERENTALSEWEG;189465,743;204073,426;22,227;9,0;-0,3;0,7;8;38,5;15
563;GEEL;HERENTALSEWEG;189535,293;204032,738;21,985;11,1;-1,4;2,0;8;37,0;5
564;GEEL;HERENTALSEWEG;189604,209;203986,063;21,705;10,1;2,2;0,8;8;22,4;10
565;GEEL;HERENTALSEWEG;189660,129;203944,081;21,499;12,8;2,5;3,4;6;35,4;10
566;GEEL;HERENTALSEWEG;189715,339;203899,187;21,379;12,2;3,2;2,7;8;24,6;20
567;GEEL;HERENTALSEWEG;189770,232;203849,805;21,254;8,5;-3,2;3,7;8;21,1;20
568;GEEL;HERENTALSEWEG;189824,834;203795,054;21,163;8,3;3,2;0,4;7;25,2;25
569;GEEL;HERENTALSEWEG;189875,322;203739,059;21,147;10,5;-2,6;2,8;8;35,2;10
570;GEEL;HERENTALSEWEG;189927,456;203677,612;21,106;10,7;-3,7;2,7;9;38,3;5
571;GEEL;ACACIASTRAAT;195135,591;201248,800;21,226;12,1;-2,9;0,5;9;36,3;10
572;GEEL;ACACIASTRAAT;195166,069;201236,607;21,276;10,3;2,5;3,5;6;22,1;10
573;GEEL;ACACIASTRAAT;195196,388;201224,155;21,322;8,4;-1,9;1,1;9;30,1;10
574;GEEL;ACACIASTRAAT;195226,843;201211,613;21,385;8,7;-3,3;3,7;5;20,0;5
575;GEEL;ACACIASTRAAT;195257,133;201199,214;21,472;13,0;3,1;2,4;6;22,6;15
576;GEEL;ACACIASTRAAT;195287,606;201186,713;21,553;12,4;-2,7;2,4;10;22,4;10
577;GEEL;ACACIASTRAAT;195311,912;201176,865;21,596;9,0;1,2;1,0;10;36,0;20
578;GEEL;ACACIASTRAAT;195348,472;201161,838;21,669;10,6;1,0;3,8;9;33,4;10
579;GEEL;ACACIASTRAAT;195379,342;201149,201;21,753;9,7;2,8;3,1;6;24,8;5
580;GEEL;ACACIASTRAAT;195409,622;201136,769;21,825;8,8;-3,3;0,3;6;32,7;10
581;GEEL;ACACIASTRAAT;195439,938;201124,417;21,852;10,4;-2,3;0,2;9;31,6;5
582;GEEL;ACACIASTRAAT;195470,517;201111,839;21,831;8,1;1,2;3,5;5;21,6;5
583;GEEL;ACACIASTRAAT;195500,984;201099,372;21,775;12,4;3,0;3,3;9;26,0;25
584;GEEL;ACACIASTRAAT;195531,486;201086,879;21,729;9,7;0,4;2,1;6;34,2;0
585;GEEL;ACACIASTRAAT;195562,719;201074,073;21,687;9,0;-3,3;2,2;9;23,8;20
586;GEEL;ACACIASTRAAT;195592,126;201062,048;21,626;12,5;2,8;0,5;6;33,3;20
587;GEEL;ACACIASTRAAT;195622,589;201049,527;21,554;12,1;0,3;0,9;6;34,5;10
588;GEEL;ACACIASTRAAT;195653,443;201036,773;21,508;8,3;-2,5;0,5;9;20,4;20
589;GEEL;ACACIASTRAAT;195683,915;201024,171;21,472;10,5;2,6;3,9;7;37,2;10
590;GEEL;ACACIASTRAAT;195714,193;201012,077;21,524;10,9;0,8;3,8;9;28,1;20
591;GEEL;ACACIASTRAAT;195747,024;201003,131;21,519;8,9;2,1;1,8;9;21,4;10
592;GEEL;ACACIASTRAAT;195776,686;201011,374;21,504;8,5;-3,3;0,6;8;21,6;0
593;GEEL;ACACIASTRAAT;195798,445;201035,917;21,580;8,5;1,7;2,3;6;23,0;5
594;GEEL;ACACIASTRAAT;195810,997;201066,406;21,464;9,3;3,1;2,5;6;26,7;15
595;GEEL;ACACIASTRAAT;195823,392;201096,653;21,489;8,8;0,7;3,2;9;24,6;10
596;GEEL;ACACIASTRAAT;195835,854;201127,059;21,559;11,3;-0,6;3,2;7;24,5;20
597;GEEL;ACACIASTRAAT;195848,345;201157,531;21,653;8,9;-1,4;1,1;9;20,7;20
598;GEEL;ACACIASTRAAT;195860,832;201187,898;21,723;8,5;0,0;1,8;9;31,8;15
599;GEEL;ACACIASTRAAT;195873,515;201219,030;21,471;12,5;1,6;2,2;8;28,3;10
600;GEEL;ACACIASTRAAT;195881,731;201230,630;21,294;10,6;3,7;2,7;5;38,4;10
601;GEEL;ACACIASTRAAT;195029,779;201619,713;22,098;11,1;-2,4;1,9;7;37,9;0
602;GEEL;ACACIASTRAAT;195032,981;201594,327;22,014;11,1;-2,5;0,7;10;28,3;5
603;GEEL;ACACIASTRAAT;195040,756;201560,436;21,977;12,7;-0,0;2,3;8;30,0;20
604;GEEL;ACACIASTRAAT;195048,328;201527,122;21,895;12,4;0,1;1,0;9;21,5;5
605;GEEL;ACACIASTRAAT;195055,446;201495,310;21,842;12,9;-1,1;2,9;6;22,0;10
606;GEEL;ACACIASTRAAT;195062,808;201463,472;21,362;12,1;-2,0;1,7;8;27,8;30
607;GEEL;ACACIASTRAAT;195070,402;201430,592;21,724;12,4;2,7;3,0;8;36,2;10
608;GEEL;ACACIASTRAAT;195077,773;201398,960;21,657;8,9;1,4;1,7;7;24,1;30
609;GEEL;ACACIASTRAAT;195085,199;201366,887;21,615;10,8;-2,0;0,8;7;30,0;20
610;GEEL;ACACIASTRAAT;195092,566;201334,671;21,587;10,5;0,3;3,8;8;39,3;15
611;GEEL;ACACIASTRAAT;195099,987;201302,726;21,561;10,0;-2,3;2,5;10;28,3;5
612;GEEL;ACACIASTRAAT;195107,347;201270,907;21,546;8,8;-0,9;3,1;6;39,4;30
613;GEEL;ACACIASTRAAT;195112,730;201248,261;21,591;11,5;1,8;2,0;8;28,3;15
614;GEEL;ACACIASTRAAT;195120,729;201213,952;21,620;12,9;1,9;4,0;6;27,5;10
615;GEEL;ACACIASTRAAT;195127,946;201181,956;21,682;9,2;2,0;3,3;9;30,1;15
616;GEEL;ACACIASTRAAT;195135,373;201149,723;21,773;10,3;3,2;2,4;8;33,1;10
617;GEEL;ACACIASTRAAT;195142,692;201117,860;21,824;8,4;-3,3;3,7;8;31,0;15
618;GEEL;ACACIASTRAAT;195150,057;201085,732;21,849;10,5;3,9;2,8;9;31,2;5
619;GEEL;TESSENDERLOSEWEG;194850,866;203653,643;20,881;9,5;2,8;0,3;9;31,4;20
620;GEEL;TESSENDERLOSEWEG;194869,817;203656,152;20,856;8,3;-0,8;2,5;9;26,6;25
621;GEEL;TESSENDERLOSEWEG;194897,241;203644,138;21,252;10,2;-2,2;1,6;7;33,8;0
622;GEEL;TESSENDERLOSEWEG;194922,037;203643,549;21,524;8,5;1,9;2,0;7;37,4;30
623;GEEL;TESSENDERLOSEWEG;194955,759;203628,986;21,939;9,4;-1,4;0,9;8;31,4;15
624;GEEL;TESSENDERLOSEWEG;194987,011;203615,388;21,961;11,5;3,7;0,9;6;22,5;20
625;GEEL;TESSENDERLOSEWEG;195063,525;203582,345;21,662;12,4;-1,2;3,3;9;35,5;25
626;GEEL;TESSENDERLOSEWEG;195133,498;203549,053;21,932;11,1;2,9;2,5;9;33,4;0
627;GEEL;TESSENDERLOSEWEG;195199,223;203502,120;22,342;10,7;-0,2;3,6;7;29,1;0
628;GEEL;TESSENDERLOSEWEG;195264,684;203453,499;22,872;11,2;3,4;3,6;9;38,2;25
629;GEEL;TESSENDERLOSEWEG;195334,220;203401,776;23,371;10,0;2,8;0,2;5;27,0;10
630;GEEL;TESSENDERLOSEWEG;195399,683;203353,293;23,446;11,9;2,3;3,9;9;28,6;10
631;GEEL;TESSENDERLOSEWEG;195465,627;203303,935;22,429;8,8;-0,0;3,4;7;25,8;10
632;GEEL;TESSENDERLOSEWEG;195534,022;203253,069;22,372;12,5;-2,9;1,5;9;22,2;20
633;GEEL;TESSENDERLOSEWEG;195593,616;203208,910;22,702;11,1;-1,9;1,9;6;32,5;15
634;GEEL;TESSENDERLOSEWEG;195656,197;203162,372;22,989;11,4;-0,9;2,8;9;23,3;0
635;GEEL;TESSENDERLOSEWEG;195715,035;203118,660;22,722;12,0;-0,6;1,1;8;28,6;25
636;GEEL;TESSENDERLOSEWEG;195772,711;203076,083;22,998;10,9;-4,0;0,3;6;34,3;0
637;GEEL;TESSENDERLOSEWEG;195839,868;203024,595;23,389;9,2;-1,3;1,0;10;37,1;20
638;GEEL;WINKELOMSEHEIDE;194995,315;202141,346;21,412;8,3;-2,6;1,4;10;25,3;20
639;GEEL;WINKELOMSEHEIDE;194981,826;202146,850;21,448;12,4;0,4;1,0;9;33,2;25
640;GEEL;WINKELOMSEHEIDE;195013,319;201811,821;21,817;12,5;-0,8;3,8;8;36,0;0
641;GEEL;WINKELOMSEHEIDE;195014,371;201790,353;21,813;8,2;3,9;3,0;10;34,2;0
642;GEEL;WINKELOMSEHEIDE;194976,848;202560,672;21,620;11,6;3,5;2,5;5;39,5;10
643;GEEL;WINKELOMSEHEIDE;194975,672;202583,291;21,800;10,1;-0,4;2,5;6;37,4;5
644;GEEL;WINKELOMSEHEIDE;194971,133;202597,458;21,933;11,3;2,8;1,9;7;29,1;15
645;GEEL;WINKELOMSEHEIDE;194969,890;202622,983;22,078;11,9;2,6;0,4;6;26,2;20
646;GEEL;WINKELOMSEHEIDE;194968,514;202649,634;22,034;11,6;0,5;3,2;9;25,7;20
647;GEEL;WINKELOMSEHEIDE;194967,385;202674,124;21,937;9,8;-1,3;1,5;7;38,6;10
648;GEEL;WINKELOMSEHEIDE;194966,168;202701,325;21,785;10,4;-1,9;0,6;6;30,3;5
649;GEEL;WINKELOMSEHEIDE;194965,055;202721,565;21,696;8,8;-2,5;2,1;7;25,6;15
650;GEEL;WINKELOMSEHEIDE;194963,843;202748,267;21,576;10,5;-2,6;1,7;5;21,5;5
651;GEEL;WINKELOMSEHEIDE;194962,463;202771,442;21,478;8,5;-2,5;3,3;10;20,6;20
652;GEEL;WINKELOMSEHEIDE;194961,454;202795,923;21,387;11,8;0,7;2,4;6;34,3;5
653;GEEL;WINKELOMSEHEIDE;194962,865;202824,220;21,389;12,4;2,5;3,6;6;29,5;10
654;GEEL;WINKELOMSEHEIDE;194961,672;202849,704;21,482;10,8;-2,2;2,1;8;33,4;10
655;GEEL;WINKELOMSEHEIDE;194960,526;202875,088;21,593;11,7;-1,3;3,7;5;26,7;10
656;GEEL;WINKELOMSEHEIDE;194956,285;202901,553;21,692;9,9;3,1;0,1;10;24,3;30
657;GEEL;WINKELOMSEHEIDE;194955,021;202926,396;21,816;11,8;-3,7;2,8;9;30,9;5
658;GEEL;WINKELOMSEHEIDE;194953,699;202953,163;21,934;10,4;-3,2;0,1;6;34,7;25
659;GEEL;WINKELOMSEHEIDE;194952,437;202979,555;22,038;12,1;-0,5;0,9;6;37,9;5
660;GEEL;WINKELOMSEHEIDE;194951,010;203007,725;21,896;8,6;-0,9;1,9;9;39,9;15
661;GEEL;WINKELOMSEHEIDE;194949,682;203036,975;21,763;12,3;0,1;0,3;9;25,0;0
662;GEEL;WINKELOMSEHEIDE;194948,569;203057,274;21,630;12,5;3,0;2,1;6;29,0;20
663;GEEL;WINKELOMSEHEIDE;194947,272;203084,680;21,678;10,8;-2,8;0,2;5;27,5;5
664;GEEL;WINKELOMSEHEIDE;194946,148;203107,616;21,754;11,3;-2,9;1,8;7;31,8;10
665;GEEL;WINKELOMSEHEIDE;194944,755;203134,499;21,952;12,8;2,1;2,8;10;32,9;5
666;GEEL;WINKELOMSEHEIDE;194940,628;203163,459;22,085;10,5;-3,6;1,8;6;29,2;20
667;GEEL;WINKELOMSEHEIDE;194934,920;203191,958;22,190;10,3;1,7;3,8;9;28,0;10
668;GEEL;WINKELOMSEHEIDE;194929,965;203216,175;22,294;12,9;3,2;3,8;8;21,9;20
669;GEEL;WINKELOMSEHEIDE;194924,022;203245,564;22,445;9,6;3,5;3,5;6;36,0;15
670;GEEL;WINKELOMSEHEIDE;194918,828;203271,244;22,583;11,6;2,9;3,8;9;21,0;10
671;GEEL;WINKELOMSEHEIDE;194913,539;203297,414;22,700;10,1;3,5;0,4;8;22,1;5
672;GEEL;WINKELOMSEHEIDE;194908,240;203324,728;22,836;11,9;3,9;2,0;8;24,1;20
673;GEEL;WINKELOMSEHEIDE;194902,561;203353,080;22,957;11,2;-3,4;0,3;7;20,8;5
674;GEEL;WINKELOMSEHEIDE;194897,934;203375,458;23,040;9,1;2,7;0,8;8;21,9;25
675;GEEL;WINKELOMSEHEIDE;194893,627;203397,355;22,915;10,2;0,1;1,6;8;22,3;15
676;GEEL;WINKELOMSEHEIDE;194890,963;203425,164;22,656;10,8;2,4;2,8;9;32,0;20
677;GEEL;WINKELOMSEHEIDE;194886,924;203445,232;22,500;9,7;-1,6;3,6;8;39,3;25
678;GEEL;WINKELOMSEHEIDE;194882,334;203469,492;22,304;9,7;2,0;2,3;7;35,4;5
679;GEEL;WINKELOMSEHEIDE;194876,744;203498,154;22,019;12,5;0,5;3,9;6;29,6;25
680;GEEL;WINKELOMSEHEIDE;194868,527;203521,625;21,813;11,9;3,5;3,3;8;21,8;25
681;GEEL;WINKELOMSEHEIDE;194863,498;203546,427;21,594;9,4;1,2;1,5;10;30,5;20
682;GEEL;WINKELOMSEHEIDE;194859,180;203567,777;21,350;9,3;-0,1;3,1;9;33,5;5
683;GEEL;WINKELOMSEHEIDE;194851,748;203604,391;21,115;10,5;2,8;2,9;5;29,2;5
684;GEEL;WINKELOMSEHEIDE;194846,469;203632,180;21,021;12,9;1,2;2,7;7;36,7;25
685;GEEL;WINKELOMSEHEIDE;194817,673;203661,214;20,686;11,8;-0,0;2,3;7;21,9;0
686;GEEL;WINKELOMSEHEIDE;195878,844;200768,061;28,167;10,3;-0,8;2,7;6;21,9;30
687;GEEL;WINKELOMSEHEIDE;195890,305;200796,316;27,272;11,4;2,2;2,0;6;35,7;15
688;GEEL;WINKELOMSEHEIDE;195901,832;200824,193;26,579;12,7;3,7;2,0;6;33,1;20
689;GEEL;WINKELOMSEHEIDE;195913,409;200852,234;25,893;12,1;4,0;1,1;7;36,3;30
690;GEEL;WINKELOMSEHEIDE;195925,007;200880,558;25,146;11,1;1,6;1,8;10;29,4;20
691;GEEL;WINKELOMSEHEIDE;195936,600;200908,716;24,482;8,1;-1,0;3,3;7;29,7;15
692;GEEL;WINKELOMSEHEIDE;195948,036;200936,261;23,706;10,0;-0,8;1,4;8;31,3;10
693;GEEL;WINKELOMSEHEIDE;195959,397;200964,350;23,015;8,6;-3,1;2,6;7;37,4;5
694;GEEL;WINKELOMSEHEIDE;195971,891;200991,898;22,390;9,2;-3,4;1,8;7;30,6;0
695;GEEL;WINKELOMSEHEIDE;195983,633;201019,991;21,819;11,9;-1,8;2,2;6;30,1;25
696;GEEL;WINKELOMSEHEIDE;195995,121;201056,810;21,558;11,5;-3,7;0,3;8;21,9;5
697;GEEL;WINKELOMSEHEIDE;196002,090;201094,083;21,608;11,9;2,2;1,8;8;29,1;30
698;GEEL;WINKELOMSEHEIDE;196012,655;201112,975;21,430;11,8;-0,3;3,9;8;39,5;15
698;GEEL;WINKELOMSEHEIDE;196012,655;201112,975;21,430;12,7;-3,0;3,2;10;29,3;20
699;GEEL;WINKELOMSEHEIDE;195997,728;201129,376;21,582;9,1;-3,8;2,6;6;29,7;10
700;GEEL;WINKELOMSEHEIDE;195983,547;201169,471;21,521;9,0;2,5;1,4;10;29,0;20
701;GEEL;WINKELOMSEHEIDE;195963,503;201198,413;21,541;12,9;1,3;0,9;5;27,6;0
702;GEEL;WINKELOMSEHEIDE;195940,109;201218,265;21,527;11,3;-2,6;3,4;6;26,1;20
703;GEEL;WINKELOMSEHEIDE;195913,853;201235,113;21,508;8,0;0,6;1,2;6;29,2;10
704;GEEL;WINKELOMSEHEIDE;195880,974;201250,034;21,428;12,0;-2,1;1,3;8;33,9;25
705;GEEL;WINKELOMSEHEIDE;195849,672;201264,432;21,560;12,5;-1,1;2,3;10;30,9;5
706;GEEL;WINKELOMSEHEIDE;195820,931;201277,777;21,894;11,9;-2,1;2,2;10;22,5;10
707;GEEL;WINKELOMSEHEIDE;195784,900;201294,132;22,321;8,4;-3,4;3,4;5;33,5;15
708;GEEL;WINKELOMSEHEIDE;195758,680;201306,594;22,565;8,3;-1,2;0,0;9;27,8;10
709;GEEL;WINKELOMSEHEIDE;195730,056;201322,194;22,587;12,1;2,5;3,0;9;27,5;20
710;GEEL;WINKELOMSEHEIDE;195696,028;201337,897;22,578;12,1;2,4;0,0;8;34,8;5
711;GEEL;WINKELOMSEHEIDE;195666,563;201349,051;22,573;12,1;-0,2;2,1;6;32,1;20
712;GEEL;WINKELOMSEHEIDE;195635,509;201363,402;22,572;9,1;3,8;2,6;9;23,5;10
713;GEEL;WINKELOMSEHEIDE;195604,042;201377,856;22,563;9,1;3,7;1,4;10;39,0;15
714;GEEL;WINKELOMSEHEIDE;195573,051;201392,181;22,564;12,7;-2,6;1,6;6;26,0;15
715;GEEL;WINKELOMSEHEIDE;195541,438;201406,756;22,512;10,4;-3,9;2,8;9;20,3;15
716;GEEL;WINKELOMSEHEIDE;195510,767;201420,807;22,481;12,2;-2,5;1,4;7;38,3;10
717;GEEL;WINKELOMSEHEIDE;195480,238;201434,862;22,499;12,3;3,8;3,6;6;36,2;20
718;GEEL;WINKELOMSEHEIDE;195449,422;201449,118;22,517;11,1;0,3;3,7;6;32,7;20
719;GEEL;WINKELOMSEHEIDE;195418,226;201463,407;22,500;9,6;-2,7;2,7;9;31,4;5
720;GEEL;WINKELOMSEHEIDE;195386,968;201477,828;22,486;10,0;1,3;2,8;8;35,3;25
721;GEEL;WINKELOMSEHEIDE;195355,377;201492,377;22,498;9,3;2,0;3,3;10;20,5;20
722;GEEL;WINKELOMSEHEIDE;195324,917;201506,428;22,398;10,6;3,1;0,7;7;30,4;20
723;GEEL;WINKELOMSEHEIDE;195294,624;201520,354;22,315;10,1;2,8;1,6;6;39,4;20
724;GEEL;WINKELOMSEHEIDE;195263,770;201534,546;22,241;12,5;-1,1;2,8;9;36,9;20
725;GEEL;WINKELOMSEHEIDE;195232,859;201548,773;22,187;10,2;-2,0;3,9;10;25,6;5
726;GEEL;WINKELOMSEHEIDE;195200,182;201563,906;22,159;11,5;1,1;2,4;9;35,7;25
727;GEEL;WINKELOMSEHEIDE;195170,952;201577,637;22,131;9,5;-3,4;3,4;6;27,9;5
728;GEEL;WINKELOMSEHEIDE;195140,109;201591,524;22,128;11,7;2,4;1,4;7;27,1;15
729;GEEL;WINKELOMSEHEIDE;195110,186;201606,674;22,107;9,9;-1,3;1,9;6;29,7;0
730;GEEL;WINKELOMSEHEIDE;195074,306;201615,175;22,106;10,0;1,8;2,8;8;27,3;15
731;GEEL;WINKELOMSEHEIDE;195050,829;201634,894;22,117;9,9;3,6;0,4;9;24,3;20
731;GEEL;WINKELOMSEHEIDE;195050,829;201634,894;22,117;11,8;2,8;2,1;6;25,8;20
731;GEEL;WINKELOMSEHEIDE;195050,829;201634,894;22,117;8,8;-0,3;0,6;6;22,1;10
732;GEEL;WINKELOMSEHEIDE;195034,065;201660,662;22,193;9,2;-1,9;0,8;9;34,1;30
733;GEEL;WINKELOMSEHEIDE;195019,763;201685,810;22,163;12,8;0,2;0,4;9;26,0;25
734;GEEL;WINKELOMSEHEIDE;195007,476;201717,742;22,137;8,9;1,2;2,7;8;20,8;25
735;GEEL;WINKELOMSEHEIDE;194999,189;201752,541;21,995;11,5;0,8;0,2;6;22,6;30
736;GEEL;WINKELOMSEHEIDE;194996,785;201789,604;21,813;12,5;2,7;2,0;8;39,3;20
737;GEEL;WINKELOMSEHEIDE;194995,774;201810,859;21,793;8,1;-0,9;0,5;9;24,8;20
738;GEEL;WINKELOMSEHEIDE;194994,631;201834,652;21,670;12,6;2,1;2,5;7;30,6;15
739;GEEL;WINKELOMSEHEIDE;194993,615;201856,255;21,554;9,6;3,1;0,2;6;33,6;0
740;GEEL;WINKELOMSEHEIDE;194992,455;201877,688;21,474;11,5;-2,0;3,3;8;28,7;15
741;GEEL;WINKELOMSEHEIDE;194991,084;201906,024;21,359;10,6;0,4;0,0;8;29,2;25
742;GEEL;WINKELOMSEHEIDE;194990,037;201927,830;21,280;10,1;2,8;3,9;9;24,8;20
743;GEEL;WINKELOMSEHEIDE;194988,739;201953,528;21,171;11,9;-2,0;2,8;6;36,7;15
744;GEEL;WINKELOMSEHEIDE;194987,615;201976,856;21,105;9,6;1,1;3,6;5;28,9;10
745;GEEL;WINKELOMSEHEIDE;194986,465;202000,553;21,045;12,8;-0,7;0,9;6;25,2;15
746;GEEL;WINKELOMSEHEIDE;194985,137;202027,849;21,117;12,1;3,6;3,0;7;29,3;10
747;GEEL;WINKELOMSEHEIDE;194983,996;202050,518;21,173;12,3;1,4;3,5;8;37,2;5
748;GEEL;WINKELOMSEHEIDE;194982,815;202075,671;21,233;10,8;-0,2;2,0;9;37,2;15
749;GEEL;WINKELOMSEHEIDE;194981,466;202103,567;21,308;8,1;-3,7;3,9;6;26,6;10
750;GEEL;WINKELOMSEHEIDE;194980,239;202126,303;21,337;9,7;-1,8;3,5;6;25,9;30
751;GEEL;WINKELOMSEHEIDE;194978,897;202147,892;21,448;9,0;0,7;3,6;5;20,3;30
752;GEEL;WINKELOMSEHEIDE;194977,895;202167,703;21,494;9,6;1,3;2,6;7;20,7;10
753;GEEL;WINKELOMSEHEIDE;194976,769;202191,242;21,569;11,8;2,1;2,3;7;30,1;15
754;GEEL;WINKELOMSEHEIDE;194975,715;202213,468;21,615;11,2;-3,5;0,3;6;26,4;30
755;GEEL;WINKELOMSEHEIDE;194975,826;202236,802;21,687;11,6;-3,1;2,4;9;23,0;10
756;GEEL;WINKELOMSEHEIDE;194974,915;202255,888;21,741;10,9;-3,6;3,8;5;33,8;10
757;GEEL;WINKELOMSEHEIDE;194972,815;202280,714;21,699;11,8;0,2;0,4;8;35,0;15
758;GEEL;WINKELOMSEHEIDE;194971,399;202309,818;21,647;11,0;-2,6;2,7;9;32,0;15
759;GEEL;WINKELOMSEHEIDE;194970,346;202332,246;21,655;11,0;-1,6;3,2;5;33,6;20
760;GEEL;WINKELOMSEHEIDE;194969,045;202358,188;21,593;12,4;2,6;0,4;8;27,6;10
761;GEEL;WINKELOMSEHEIDE;194967,727;202385,207;21,481;9,8;-0,6;2,9;6;33,4;20
762;GEEL;WINKELOMSEHEIDE;194966,481;202410,374;21,389;10,8;2,9;2,5;7;33,6;30
763;GEEL;WINKELOMSEHEIDE;194965,189;202437,401;21,339;8,7;-1,2;0,2;6;27,8;10
764;GEEL;WINKELOMSEHEIDE;194963,868;202465,259;21,365;10,0;-1,5;3,2;6;29,0;10
765;GEEL;WINKELOMSEHEIDE;194962,845;202485,772;21,232;8,3;-0,9;4,0;8;36,4;5
766;GEEL;WINKELOMSEHEIDE;194961,573;202511,719;21,302;10,6;-1,8;1,7;10;25,4;5
767;GEEL;WINKELOMSEHEIDE;194960,614;202531,759;21,457;8,4;2,8;3,8;10;30,8;5
768;GEEL;WINKELOMSEHEIDE;194959,282;202560,274;21,652;12,7;-1,2;1,1;6;28,5;10
769;GEEL;WINKELOMSEHEIDE;194958,178;202581,954;21,772;12,2;-0,8;3,1;8;21,5;5
770;GEEL;JANSSEN-PHARMACEUTICALAAN;191261,916;201796,723;20,432;11,0;-3,7;2,3;6;28,3;5
771;GEEL;JANSSEN-PHARMACEUTICALAAN;191273,174;201774,506;20,440;12,2;2,0;3,5;8;37,2;0
772;GEEL;JANSSEN-PHARMACEUTICALAAN;191288,364;201742,239;20,397;11,8;2,2;2,7;5;38,9;0
773;GEEL;JANSSEN-PHARMACEUTICALAAN;191303,334;201710,485;20,367;11,5;0,3;2,6;7;31,3;25
774;GEEL;JANSSEN-PHARMACEUTICALAAN;191317,980;201679,171;20,324;10,7;-3,6;3,7;6;23,7;25
775;GEEL;JANSSEN-PHARMACEUTICALAAN;191332,997;201647,592;20,295;10,7;1,4;1,8;6;36,1;25
776;GEEL;JANSSEN-PHARMACEUTICALAAN;191350,499;201614,676;20,276;12,0;-1,2;3,3;7;37,1;10
777;GEEL;JANSSEN-PHARMACEUTICALAAN;191372,214;201586,255;20,236;11,8;4,0;3,7;7;30,7;20
778;GEEL;JANSSEN-PHARMACEUTICALAAN;191398,641;201561,920;20,208;13,0;-0,5;0,1;7;27,2;20
779;GEEL;JANSSEN-PHARMACEUTICALAAN;191428,921;201542,314;20,159;12,8;-0,6;0,9;6;32,8;30
780;GEEL;JANSSEN-PHARMACEUTICALAAN;191460,013;201525,574;20,151;11,1;2,4;1,3;6;23,4;20
781;GEEL;JANSSEN-PHARMACEUTICALAAN;191491,528;201508,683;20,133;9,9;-3,8;0,3;8;30,7;25
782;GEEL;JANSSEN-PHARMACEUTICALAAN;191522,654;201491,888;20,134;8,2;0,2;3,8;6;27,0;5
783;GEEL;JANSSEN-PHARMACEUTICALAAN;191553,561;201475,298;20,130;11,0;-1,3;0,9;5;33,8;20
784;GEEL;JANSSEN-PHARMACEUTICALAAN;191585,158;201458,343;20,123;11,0;-2,4;3,1;6;23,2;25
785;GEEL;JANSSEN-PHARMACEUTICALAAN;191616,310;201441,602;20,120;8,6;-0,6;0,6;7;36,9;20
786;GEEL;JANSSEN-PHARMACEUTICALAAN;191647,907;201424,578;20,097;12,6;0,3;4,0;6;21,4;15
787;GEEL;JANSSEN-PHARMACEUTICALAAN;191679,010;201407,846;20,075;9,6;2,0;1,4;7;20,7;10
